"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 26 03:42:59 GMT 2021","Thu Aug 26 03:43:01 GMT 2021","1617","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the payment card information",""
"passed","Thu Aug 26 03:44:00 GMT 2021","Thu Aug 26 03:44:02 GMT 2021","2121","firefox-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to remove product from cart",""
"passed","Thu Aug 26 03:45:02 GMT 2021","Thu Aug 26 03:45:04 GMT 2021","1992","firefox-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the subtotal (total before tax)",""
"passed","Thu Aug 26 03:44:58 GMT 2021","Thu Aug 26 03:45:00 GMT 2021","2449","firefox-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the payment card information",""
"passed","Thu Aug 26 03:44:35 GMT 2021","Thu Aug 26 03:44:36 GMT 2021","1431","firefox-hd","login.spec.js","Saucedemo LoginPage: @login","","","should be at the login url",""
"passed","Thu Aug 26 03:41:57 GMT 2021","Thu Aug 26 03:41:59 GMT 2021","1946","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to remove product from cart",""
"passed","Thu Aug 26 03:45:24 GMT 2021","Thu Aug 26 03:45:26 GMT 2021","1911","webkit-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should navigate to SauceLabs page when clicking at the about link on menu @slow",""
"passed","Thu Aug 26 03:43:17 GMT 2021","Thu Aug 26 03:43:19 GMT 2021","2745","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should back at Invetory page when clicking at the all items link on menu",""
"passed","Thu Aug 26 03:45:26 GMT 2021","Thu Aug 26 03:45:28 GMT 2021","2465","webkit-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Login page when clicking at the logout link on menu",""
"passed","Thu Aug 26 03:42:44 GMT 2021","Thu Aug 26 03:42:45 GMT 2021","1061","chromium-fhd","login.spec.js","Saucedemo LoginPage: @login","","","should show accepted users",""
"passed","Thu Aug 26 03:43:12 GMT 2021","Thu Aug 26 03:43:14 GMT 2021","2599","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to close sidemenu clicking at the X button @slow",""
"passed","Thu Aug 26 03:45:00 GMT 2021","Thu Aug 26 03:45:02 GMT 2021","2031","firefox-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the shipping information",""
"passed","Thu Aug 26 03:42:57 GMT 2021","Thu Aug 26 03:42:59 GMT 2021","1719","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the added items on the Overview Checkout @smoke",""
