"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 02 03:11:01 GMT 2021","Thu Sep 02 03:11:03 GMT 2021","1476","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should show items sorted alphabetically",""
"passed","Thu Sep 02 03:10:55 GMT 2021","Thu Sep 02 03:10:57 GMT 2021","1479","chrome-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order image",""
"passed","Thu Sep 02 03:09:05 GMT 2021","Thu Sep 02 03:09:07 GMT 2021","2045","chromium-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be back at Inventory page when click at the Back Home button",""
"passed","Thu Sep 02 03:09:03 GMT 2021","Thu Sep 02 03:09:04 GMT 2021","1453","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to open sidemenu @slow @smoke",""
"passed","Thu Sep 02 03:13:01 GMT 2021","Thu Sep 02 03:13:02 GMT 2021","935","webkit-hd","login.spec.js","Saucedemo LoginPage: @login","","","should be at the login url",""
"passed","Thu Sep 02 03:13:02 GMT 2021","Thu Sep 02 03:13:04 GMT 2021","2036","webkit-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items prices from High to Low",""
"passed","Thu Sep 02 03:10:57 GMT 2021","Thu Sep 02 03:10:58 GMT 2021","1535","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be at Inventory page after login",""
"passed","Thu Sep 02 03:11:55 GMT 2021","Thu Sep 02 03:11:58 GMT 2021","2530","firefox-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should show items sorted alphabetically",""
"passed","Thu Sep 02 03:11:19 GMT 2021","Thu Sep 02 03:11:23 GMT 2021","3721","firefox-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be back at Inventory page when click at the continue shopping button",""
"passed","Thu Sep 02 03:09:43 GMT 2021","Thu Sep 02 03:09:44 GMT 2021","1505","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the tax calculated as 8% of subtotal",""
"passed","Thu Sep 02 03:11:48 GMT 2021","Thu Sep 02 03:11:51 GMT 2021","2711","firefox-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be at Inventory page after login",""
"passed","Thu Sep 02 03:12:59 GMT 2021","Thu Sep 02 03:13:01 GMT 2021","1862","webkit-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items from Z to A",""
"passed","Thu Sep 02 03:10:51 GMT 2021","Thu Sep 02 03:10:53 GMT 2021","1967","chrome-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be back at Inventory page when click at the Back Home button",""
"passed","Thu Sep 02 03:12:51 GMT 2021","Thu Sep 02 03:12:53 GMT 2021","2636","webkit-hd","e2e.spec.js","Saucedemo E2E: @e2e","","","User should be able to complete a purchase @e2e-purchase",""
"passed","Thu Sep 02 03:13:09 GMT 2021","Thu Sep 02 03:13:11 GMT 2021","1582","webkit-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Overview page",""
"passed","Thu Sep 02 03:13:23 GMT 2021","Thu Sep 02 03:13:24 GMT 2021","1583","webkit-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the total calculated as subtotal + tax",""
"passed","Thu Sep 02 03:11:39 GMT 2021","Thu Sep 02 03:11:42 GMT 2021","2672","firefox-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be back at Inventory page when click at the Back Home button",""
"passed","Thu Sep 02 03:11:03 GMT 2021","Thu Sep 02 03:11:04 GMT 2021","1552","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items from Z to A",""
"passed","Thu Sep 02 03:09:18 GMT 2021","Thu Sep 02 03:09:20 GMT 2021","2141","chromium-hd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should navigate to product's detail page when clicking at it",""
"passed","Thu Sep 02 03:09:28 GMT 2021","Thu Sep 02 03:09:29 GMT 2021","1044","chromium-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show username and password doesn't match",""
"passed","Thu Sep 02 03:12:18 GMT 2021","Thu Sep 02 03:12:20 GMT 2021","2478","firefox-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have Swag Bot image on footer",""
"passed","Thu Sep 02 03:13:15 GMT 2021","Thu Sep 02 03:13:16 GMT 2021","1771","webkit-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the added items on the Overview Checkout @smoke",""
"passed","Thu Sep 02 03:12:12 GMT 2021","Thu Sep 02 03:12:15 GMT 2021","2964","firefox-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be back at Inventory page when click at the cancel button",""
"passed","Thu Sep 02 03:10:43 GMT 2021","Thu Sep 02 03:10:44 GMT 2021","1400","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to open sidemenu @slow @smoke",""
"passed","Thu Sep 02 03:09:31 GMT 2021","Thu Sep 02 03:09:33 GMT 2021","1878","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to remove product from cart",""
"passed","Thu Sep 02 03:11:08 GMT 2021","Thu Sep 02 03:11:09 GMT 2021","865","chrome-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show username and password doesn't match",""
"passed","Thu Sep 02 03:11:10 GMT 2021","Thu Sep 02 03:11:12 GMT 2021","1383","chrome-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Overview page",""
"passed","Thu Sep 02 03:10:42 GMT 2021","Thu Sep 02 03:10:43 GMT 2021","1438","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to remove product from cart",""
"passed","Thu Sep 02 03:09:23 GMT 2021","Thu Sep 02 03:09:25 GMT 2021","2119","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items from Z to A",""
