"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 26 03:47:11 GMT 2021","Thu Aug 26 03:47:13 GMT 2021","1976","firefox-hd","e2e.spec.js","Saucedemo E2E: @e2e","","","User should be able to login with a valid credentials @e2e-login",""
"passed","Thu Aug 26 03:46:32 GMT 2021","Thu Aug 26 03:46:35 GMT 2021","2376","chrome-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be back at Inventory page when click at the cancel button",""
"passed","Thu Aug 26 03:45:23 GMT 2021","Thu Aug 26 03:45:26 GMT 2021","2573","chromium-fhd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should be at Inventory page when clicking at the back to products",""
"passed","Thu Aug 26 03:44:36 GMT 2021","Thu Aug 26 03:44:37 GMT 2021","994","chromium-hd","login.spec.js","Saucedemo LoginPage: @login","","","should be at the login url",""
"passed","Thu Aug 26 03:48:18 GMT 2021","Thu Aug 26 03:48:19 GMT 2021","1911","webkit-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be at Completed page",""
"passed","Thu Aug 26 03:48:00 GMT 2021","Thu Aug 26 03:48:03 GMT 2021","2193","webkit-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Checkout page when click at the checkout button",""
"passed","Thu Aug 26 03:46:15 GMT 2021","Thu Aug 26 03:46:17 GMT 2021","1674","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be at Inventory page after login",""
"passed","Thu Aug 26 03:48:07 GMT 2021","Thu Aug 26 03:48:09 GMT 2021","2097","webkit-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go back to Cart if cancel checkout",""
"passed","Thu Aug 26 03:46:56 GMT 2021","Thu Aug 26 03:46:58 GMT 2021","2195","firefox-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should show lastName error message if empty",""
"passed","Thu Aug 26 03:44:13 GMT 2021","Thu Aug 26 03:44:15 GMT 2021","1735","chromium-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go to Checkout Overview page @smoke",""
"passed","Thu Aug 26 03:47:32 GMT 2021","Thu Aug 26 03:47:35 GMT 2021","2880","firefox-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items prices from High to Low",""
"passed","Thu Aug 26 03:46:17 GMT 2021","Thu Aug 26 03:46:19 GMT 2021","1855","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be at Cart page when clicking at the cart button",""
"passed","Thu Aug 26 03:48:11 GMT 2021","Thu Aug 26 03:48:15 GMT 2021","3325","webkit-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to close sidemenu clicking at the X button @slow",""
"passed","Thu Aug 26 03:47:44 GMT 2021","Thu Aug 26 03:47:47 GMT 2021","2997","firefox-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have Facebook link on footer",""
"passed","Thu Aug 26 03:44:42 GMT 2021","Thu Aug 26 03:44:44 GMT 2021","1929","chromium-hd","login.spec.js","Saucedemo LoginPage: @login","","","should navigate to inventory page after successful login @smoke",""
"passed","Thu Aug 26 03:44:43 GMT 2021","Thu Aug 26 03:44:45 GMT 2021","1954","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to remove product from cart",""
"passed","Thu Aug 26 03:45:03 GMT 2021","Thu Aug 26 03:45:05 GMT 2021","1747","chromium-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to remove product from cart",""
"passed","Thu Aug 26 03:44:24 GMT 2021","Thu Aug 26 03:44:25 GMT 2021","1532","chromium-hd","e2e.spec.js","Saucedemo E2E: @e2e","","","User should be able to login with a valid credentials @e2e-login",""
"passed","Thu Aug 26 03:46:40 GMT 2021","Thu Aug 26 03:46:41 GMT 2021","1510","chrome-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the shipping information",""
"passed","Thu Aug 26 03:46:55 GMT 2021","Thu Aug 26 03:46:57 GMT 2021","2349","firefox-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to open sidemenu @slow @smoke",""
"passed","Thu Aug 26 03:46:08 GMT 2021","Thu Aug 26 03:46:10 GMT 2021","1523","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should navigate to SauceLabs page when clicking at the about link on menu @slow",""
"passed","Thu Aug 26 03:45:30 GMT 2021","Thu Aug 26 03:45:32 GMT 2021","1992","chromium-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items prices from Low to High",""
"passed","Thu Aug 26 03:44:31 GMT 2021","Thu Aug 26 03:44:33 GMT 2021","2022","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should show a list of items @smoke",""
