"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 17:51:09 GMT 2021","Fri Aug 13 17:51:11 GMT 2021","2020","chromium-hd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should navigate to product's detail page when clicking at it",""
"passed","Fri Aug 13 17:51:45 GMT 2021","Fri Aug 13 17:51:46 GMT 2021","1070","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be back at Inventory page when click at the cancel button",""
"passed","Fri Aug 13 17:52:16 GMT 2021","Fri Aug 13 17:52:17 GMT 2021","954","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have LinkedIn link on footer",""
"passed","Fri Aug 13 17:51:33 GMT 2021","Fri Aug 13 17:51:34 GMT 2021","1465","chromium-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Login page when clicking at the logout link on menu",""
"passed","Fri Aug 13 17:51:56 GMT 2021","Fri Aug 13 17:51:57 GMT 2021","671","chrome-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should show postalCode error message if empty",""
"passed","Fri Aug 13 17:51:30 GMT 2021","Fri Aug 13 17:51:30 GMT 2021","771","chromium-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order message",""
"passed","Fri Aug 13 17:51:00 GMT 2021","Fri Aug 13 17:51:07 GMT 2021","6714","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should navigate to SauceLabs page when clicking at the about link on menu @slow",""
"passed","Fri Aug 13 17:52:46 GMT 2021","Fri Aug 13 17:52:47 GMT 2021","945","chrome-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have Copyright text on footer",""
"passed","Fri Aug 13 17:51:49 GMT 2021","Fri Aug 13 17:51:50 GMT 2021","902","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the subtotal (total before tax)",""
"passed","Fri Aug 13 17:51:23 GMT 2021","Fri Aug 13 17:51:23 GMT 2021","789","chromium-fhd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go back to Cart if cancel checkout",""
"passed","Fri Aug 13 17:52:00 GMT 2021","Fri Aug 13 17:52:01 GMT 2021","637","chrome-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order message",""
"passed","Fri Aug 13 17:51:21 GMT 2021","Fri Aug 13 17:51:23 GMT 2021","1891","chromium-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to add an item into the cart @smoke",""
"passed","Fri Aug 13 17:52:20 GMT 2021","Fri Aug 13 17:52:21 GMT 2021","1034","chrome-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be back at Inventory page when click at the continue shopping button",""
"passed","Fri Aug 13 17:51:27 GMT 2021","Fri Aug 13 17:51:28 GMT 2021","616","chromium-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be at Completed page",""
"passed","Fri Aug 13 17:50:51 GMT 2021","Fri Aug 13 17:50:52 GMT 2021","1924","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to add an item into the cart @smoke",""
"passed","Fri Aug 13 17:50:57 GMT 2021","Fri Aug 13 17:50:58 GMT 2021","1487","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should remove cart items when clicking at the reset state link on menu",""
"passed","Fri Aug 13 17:52:47 GMT 2021","Fri Aug 13 17:52:47 GMT 2021","526","chrome-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Completed page when click at the finish button",""
"passed","Fri Aug 13 17:51:52 GMT 2021","Fri Aug 13 17:51:54 GMT 2021","1802","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be back at Inventory page when click at the continue shopping button",""
"passed","Fri Aug 13 17:51:30 GMT 2021","Fri Aug 13 17:51:31 GMT 2021","803","chromium-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order image",""
"passed","Fri Aug 13 17:52:11 GMT 2021","Fri Aug 13 17:52:13 GMT 2021","1573","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to add product to cart @smoke",""
"passed","Fri Aug 13 17:51:34 GMT 2021","Fri Aug 13 17:51:35 GMT 2021","1076","chromium-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be at Inventory page after login",""
"passed","Fri Aug 13 17:52:02 GMT 2021","Fri Aug 13 17:52:04 GMT 2021","2270","chrome-hd","e2e.spec.js","Saucedemo E2E: @e2e","","","User should be able to complete a purchase @e2e-purchase",""
"passed","Fri Aug 13 17:51:38 GMT 2021","Fri Aug 13 17:51:39 GMT 2021","1337","chromium-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should show items sorted alphabetically",""
"passed","Fri Aug 13 17:51:24 GMT 2021","Fri Aug 13 17:51:25 GMT 2021","994","chromium-fhd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should show lastName error message if empty",""
"passed","Fri Aug 13 17:50:47 GMT 2021","Fri Aug 13 17:50:49 GMT 2021","1753","chromium-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should be at Checkout page",""
"passed","Fri Aug 13 17:50:57 GMT 2021","Fri Aug 13 17:50:58 GMT 2021","801","chromium-hd","e2e.spec.js","Saucedemo E2E: @e2e","","","User should be able to login with a valid credentials @e2e-login",""
"passed","Fri Aug 13 17:51:19 GMT 2021","Fri Aug 13 17:51:20 GMT 2021","847","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the tax calculated as 8% of subtotal",""
"passed","Fri Aug 13 17:52:03 GMT 2021","Fri Aug 13 17:52:04 GMT 2021","1181","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should back at Invetory page when clicking at the all items link on menu",""
"passed","Fri Aug 13 17:50:58 GMT 2021","Fri Aug 13 17:51:00 GMT 2021","1503","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should back at Invetory page when clicking at the all items link on menu",""
"passed","Fri Aug 13 17:50:55 GMT 2021","Fri Aug 13 17:50:56 GMT 2021","791","chromium-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a thank you header message",""
"passed","Fri Aug 13 17:51:14 GMT 2021","Fri Aug 13 17:51:15 GMT 2021","856","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be back at Inventory page when click at the cancel button",""
"passed","Fri Aug 13 17:51:02 GMT 2021","Fri Aug 13 17:51:03 GMT 2021","641","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should show a list of items @smoke",""
"passed","Fri Aug 13 17:51:54 GMT 2021","Fri Aug 13 17:51:55 GMT 2021","859","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Checkout page when click at the checkout button",""
"passed","Fri Aug 13 17:50:57 GMT 2021","Fri Aug 13 17:50:57 GMT 2021","736","chromium-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order image",""
"passed","Fri Aug 13 17:52:46 GMT 2021","Fri Aug 13 17:52:47 GMT 2021","1168","chrome-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be back at Inventory page when click at the cancel button",""
"passed","Fri Aug 13 17:50:53 GMT 2021","Fri Aug 13 17:50:55 GMT 2021","1440","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to open sidemenu @slow @smoke",""
"passed","Fri Aug 13 17:52:29 GMT 2021","Fri Aug 13 17:52:30 GMT 2021","597","chrome-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order image",""
"passed","Fri Aug 13 17:52:27 GMT 2021","Fri Aug 13 17:52:27 GMT 2021","631","chrome-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be at Completed page",""
"passed","Fri Aug 13 17:52:14 GMT 2021","Fri Aug 13 17:52:14 GMT 2021","393","chrome-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show username and password doesn't match",""
