"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 07 15:50:09 GMT 2021","Thu Oct 07 15:50:13 GMT 2021","3709","firefox-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to close sidemenu clicking at the X button @slow",""
"passed","Thu Oct 07 15:51:14 GMT 2021","Thu Oct 07 15:51:16 GMT 2021","2146","firefox-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show username is required error",""
"passed","Thu Oct 07 15:47:49 GMT 2021","Thu Oct 07 15:47:52 GMT 2021","3160","chromium-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be back at Inventory page when click at the Back Home button",""
"passed","Thu Oct 07 15:49:08 GMT 2021","Thu Oct 07 15:49:10 GMT 2021","2085","chrome-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should show lastName error message if empty",""
"passed","Thu Oct 07 15:47:52 GMT 2021","Thu Oct 07 15:47:54 GMT 2021","2129","chromium-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order image",""
"passed","Thu Oct 07 15:47:42 GMT 2021","Thu Oct 07 15:47:45 GMT 2021","2184","chromium-fhd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go back to Cart if cancel checkout",""
"passed","Thu Oct 07 15:47:32 GMT 2021","Thu Oct 07 15:47:35 GMT 2021","2235","chromium-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to open sidemenu @slow @smoke",""
"passed","Thu Oct 07 15:47:18 GMT 2021","Thu Oct 07 15:47:20 GMT 2021","1984","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the subtotal (total before tax)",""
"passed","Thu Oct 07 15:47:01 GMT 2021","Thu Oct 07 15:47:03 GMT 2021","2530","chromium-hd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should be at Inventory page when clicking at the back to products",""
"passed","Thu Oct 07 15:51:23 GMT 2021","Thu Oct 07 15:51:25 GMT 2021","2892","firefox-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the added items on the Overview Checkout @smoke",""
"passed","Thu Oct 07 15:52:55 GMT 2021","Thu Oct 07 15:52:57 GMT 2021","2342","webkit-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the subtotal (total before tax)",""
"passed","Thu Oct 07 15:46:31 GMT 2021","Thu Oct 07 15:46:33 GMT 2021","2121","chromium-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go back to Cart if cancel checkout",""
"passed","Thu Oct 07 15:54:05 GMT 2021","Thu Oct 07 15:54:07 GMT 2021","2344","iphone-8","login.spec.js","Saucedemo LoginPage: @login","","","should show locked user error",""
"passed","Thu Oct 07 15:50:17 GMT 2021","Thu Oct 07 15:50:20 GMT 2021","2890","firefox-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should be at Checkout page",""
"passed","Thu Oct 07 15:49:26 GMT 2021","Thu Oct 07 15:49:28 GMT 2021","2397","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items prices from High to Low",""
"passed","Thu Oct 07 15:53:30 GMT 2021","Thu Oct 07 15:53:33 GMT 2021","2619","iphone-8","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order image",""
"passed","Thu Oct 07 15:52:42 GMT 2021","Thu Oct 07 15:52:44 GMT 2021","1705","webkit-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show application password ",""
"passed","Thu Oct 07 15:49:14 GMT 2021","Thu Oct 07 15:49:16 GMT 2021","2006","chrome-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order message",""
"passed","Thu Oct 07 15:53:13 GMT 2021","Thu Oct 07 15:53:16 GMT 2021","2557","iphone-8","cart.spec.js","Saucedemo CartPage: @cart","","","should navigate to SauceLabs page when clicking at the about link on menu @slow",""
"passed","Thu Oct 07 15:50:29 GMT 2021","Thu Oct 07 15:50:33 GMT 2021","3474","firefox-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be back at Inventory page when click at the Back Home button",""
"passed","Thu Oct 07 15:50:52 GMT 2021","Thu Oct 07 15:50:55 GMT 2021","3281","firefox-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to remove product from cart",""
"passed","Thu Oct 07 15:53:03 GMT 2021","Thu Oct 07 15:53:06 GMT 2021","2699","iphone-8","cart.spec.js","Saucedemo CartPage: @cart","","","should match cart badge with items in cart",""
"passed","Thu Oct 07 15:50:16 GMT 2021","Thu Oct 07 15:50:21 GMT 2021","4078","firefox-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Login page when clicking at the logout link on menu",""
"passed","Thu Oct 07 15:48:32 GMT 2021","Thu Oct 07 15:48:34 GMT 2021","2171","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the shipping information",""
"passed","Thu Oct 07 15:53:33 GMT 2021","Thu Oct 07 15:53:35 GMT 2021","2091","iphone-8","e2e.spec.js","Saucedemo E2E: @e2e","","","User should be able to login with a valid credentials @e2e-login",""
"passed","Thu Oct 07 15:49:25 GMT 2021","Thu Oct 07 15:49:27 GMT 2021","2271","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items prices from Low to High",""
"passed","Thu Oct 07 15:47:22 GMT 2021","Thu Oct 07 15:47:31 GMT 2021","9316","chromium-hd","failSample.spec.js","","","","marked as 'should fail' on purpose to show expected error evidences @login @should-fail",""
"passed","Thu Oct 07 15:55:02 GMT 2021","Thu Oct 07 15:55:04 GMT 2021","2771","pixel-4","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to add product to cart @smoke",""
