"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 18:02:02 GMT 2021","Wed Aug 18 18:02:05 GMT 2021","2935","chromium-hd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should navigate to product's detail page when clicking at it",""
"passed","Wed Aug 18 18:04:50 GMT 2021","Wed Aug 18 18:04:52 GMT 2021","2673","chrome-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to add product to cart @smoke",""
"passed","Wed Aug 18 18:04:57 GMT 2021","Wed Aug 18 18:04:59 GMT 2021","2403","chrome-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have Facebook link on footer",""
"passed","Wed Aug 18 18:03:43 GMT 2021","Wed Aug 18 18:03:45 GMT 2021","2155","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be at Inventory page after login",""
"passed","Wed Aug 18 18:02:45 GMT 2021","Wed Aug 18 18:02:46 GMT 2021","1650","chromium-fhd","e2e.spec.js","Saucedemo E2E: @e2e","","","User should be able to login with a valid credentials @e2e-login",""
"passed","Wed Aug 18 18:02:43 GMT 2021","Wed Aug 18 18:02:45 GMT 2021","1386","chromium-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order image",""
"passed","Wed Aug 18 18:04:33 GMT 2021","Wed Aug 18 18:04:36 GMT 2021","2492","chrome-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be at Inventory page after login",""
"passed","Wed Aug 18 18:02:25 GMT 2021","Wed Aug 18 18:02:26 GMT 2021","940","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the tax calculated as 8% of subtotal",""
"passed","Wed Aug 18 18:04:06 GMT 2021","Wed Aug 18 18:04:07 GMT 2021","1134","chrome-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the shipping information",""
"passed","Wed Aug 18 18:03:55 GMT 2021","Wed Aug 18 18:03:56 GMT 2021","1052","chrome-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show locked user error",""
"passed","Wed Aug 18 18:04:51 GMT 2021","Wed Aug 18 18:04:53 GMT 2021","2177","chrome-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be back at Inventory page when click at the cancel button",""
"passed","Wed Aug 18 18:02:03 GMT 2021","Wed Aug 18 18:02:05 GMT 2021","2476","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items prices from Low to High",""
"passed","Wed Aug 18 18:02:11 GMT 2021","Wed Aug 18 18:02:12 GMT 2021","890","chromium-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show locked user error",""
"passed","Wed Aug 18 18:04:54 GMT 2021","Wed Aug 18 18:04:56 GMT 2021","1241","chrome-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the added items on the Overview Checkout @smoke",""
"passed","Wed Aug 18 18:03:44 GMT 2021","Wed Aug 18 18:03:45 GMT 2021","1733","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Login page when clicking at the logout link on menu",""
"passed","Wed Aug 18 18:04:59 GMT 2021","Wed Aug 18 18:05:02 GMT 2021","2251","chrome-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have LinkedIn link on footer",""
"passed","Wed Aug 18 18:03:57 GMT 2021","Wed Aug 18 18:04:00 GMT 2021","2400","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to add product to cart @smoke",""
"passed","Wed Aug 18 18:03:26 GMT 2021","Wed Aug 18 18:03:27 GMT 2021","1238","chrome-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go back to Cart if cancel checkout",""
"passed","Wed Aug 18 18:02:56 GMT 2021","Wed Aug 18 18:02:59 GMT 2021","2761","chromium-fhd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should navigate to product's detail page when clicking at it",""
"passed","Wed Aug 18 18:03:58 GMT 2021","Wed Aug 18 18:04:00 GMT 2021","1707","chrome-hd","login.spec.js","Saucedemo LoginPage: @login","","","should navigate to inventory page after successful login @smoke",""
"passed","Wed Aug 18 18:03:45 GMT 2021","Wed Aug 18 18:03:47 GMT 2021","1959","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be at Cart page when clicking at the cart button",""
"passed","Wed Aug 18 18:02:00 GMT 2021","Wed Aug 18 18:02:03 GMT 2021","2330","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items from Z to A",""
"passed","Wed Aug 18 18:03:20 GMT 2021","Wed Aug 18 18:03:21 GMT 2021","1056","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the shipping information",""
"passed","Wed Aug 18 18:02:32 GMT 2021","Wed Aug 18 18:02:34 GMT 2021","1329","chromium-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to remove product from cart",""
"passed","Wed Aug 18 18:04:01 GMT 2021","Wed Aug 18 18:04:03 GMT 2021","2030","chrome-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be back at Inventory page when click at the cancel button",""
"passed","Wed Aug 18 18:01:58 GMT 2021","Wed Aug 18 18:02:00 GMT 2021","1737","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Login page when clicking at the logout link on menu",""
"passed","Wed Aug 18 18:03:13 GMT 2021","Wed Aug 18 18:03:16 GMT 2021","2347","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be back at Inventory page when click at the cancel button",""
"passed","Wed Aug 18 18:04:58 GMT 2021","Wed Aug 18 18:04:59 GMT 2021","1157","chrome-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the subtotal (total before tax)",""
"passed","Wed Aug 18 18:01:51 GMT 2021","Wed Aug 18 18:01:53 GMT 2021","2458","chromium-hd","e2e.spec.js","Saucedemo E2E: @e2e","","","User should be able to complete a purchase @e2e-purchase",""
"passed","Wed Aug 18 18:04:22 GMT 2021","Wed Aug 18 18:04:24 GMT 2021","2211","chrome-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be back at Inventory page when click at the Back Home button",""
"passed","Wed Aug 18 18:01:38 GMT 2021","Wed Aug 18 18:01:39 GMT 2021","1458","chromium-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should show lastName error message if empty",""
"passed","Wed Aug 18 18:03:55 GMT 2021","Wed Aug 18 18:03:55 GMT 2021","579","chrome-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show application password",""
"passed","Wed Aug 18 18:01:47 GMT 2021","Wed Aug 18 18:01:50 GMT 2021","3064","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should back at Invetory page when clicking at the all items link on menu",""
"passed","Wed Aug 18 18:03:36 GMT 2021","Wed Aug 18 18:03:38 GMT 2021","1639","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should remove cart items when clicking at the reset state link on menu",""
"passed","Wed Aug 18 18:02:56 GMT 2021","Wed Aug 18 18:02:58 GMT 2021","2490","chromium-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should show items sorted alphabetically",""
"passed","Wed Aug 18 18:01:35 GMT 2021","Wed Aug 18 18:01:37 GMT 2021","1502","chromium-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go back to Cart if cancel checkout",""
"passed","Wed Aug 18 18:02:09 GMT 2021","Wed Aug 18 18:02:10 GMT 2021","771","chromium-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show accepted users",""
"passed","Wed Aug 18 18:02:34 GMT 2021","Wed Aug 18 18:02:35 GMT 2021","1585","chromium-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to open sidemenu @slow @smoke",""
"passed","Wed Aug 18 18:05:03 GMT 2021","Wed Aug 18 18:05:05 GMT 2021","1506","chrome-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have Copyright text on footer",""
"passed","Wed Aug 18 18:03:12 GMT 2021","Wed Aug 18 18:03:13 GMT 2021","1103","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Overview page",""
"passed","Wed Aug 18 18:02:53 GMT 2021","Wed Aug 18 18:02:56 GMT 2021","2486","chromium-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should show a list of items @smoke",""
"passed","Wed Aug 18 18:02:22 GMT 2021","Wed Aug 18 18:02:23 GMT 2021","1127","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the payment card information",""
"passed","Wed Aug 18 18:04:14 GMT 2021","Wed Aug 18 18:04:16 GMT 2021","1308","chrome-fhd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go back to Cart if cancel checkout",""
"passed","Wed Aug 18 18:03:26 GMT 2021","Wed Aug 18 18:03:27 GMT 2021","1045","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Checkout page when click at the checkout button",""
"passed","Wed Aug 18 18:01:42 GMT 2021","Wed Aug 18 18:01:43 GMT 2021","1087","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to open sidemenu @slow @smoke",""
"passed","Wed Aug 18 18:02:24 GMT 2021","Wed Aug 18 18:02:25 GMT 2021","1158","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the subtotal (total before tax)",""
"passed","Wed Aug 18 18:03:53 GMT 2021","Wed Aug 18 18:03:54 GMT 2021","603","chrome-hd","login.spec.js","Saucedemo LoginPage: @login","","","should be at the login url",""
"passed","Wed Aug 18 18:04:16 GMT 2021","Wed Aug 18 18:04:17 GMT 2021","1457","chrome-fhd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should show firstName error message if empty",""
"passed","Wed Aug 18 18:03:52 GMT 2021","Wed Aug 18 18:03:53 GMT 2021","1367","chrome-hd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should be possible to remove the product from cart",""
"passed","Wed Aug 18 18:01:40 GMT 2021","Wed Aug 18 18:01:42 GMT 2021","1298","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to remove product from cart",""
"passed","Wed Aug 18 18:03:29 GMT 2021","Wed Aug 18 18:03:30 GMT 2021","1237","chrome-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should show lastName error message if empty",""
"passed","Wed Aug 18 18:04:17 GMT 2021","Wed Aug 18 18:04:18 GMT 2021","1245","chrome-fhd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should show lastName error message if empty",""
"passed","Wed Aug 18 18:04:00 GMT 2021","Wed Aug 18 18:04:01 GMT 2021","1115","chrome-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Overview page",""
"passed","Wed Aug 18 18:01:43 GMT 2021","Wed Aug 18 18:01:46 GMT 2021","2276","chromium-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be back at Inventory page when click at the Back Home button",""
"passed","Wed Aug 18 18:02:05 GMT 2021","Wed Aug 18 18:02:07 GMT 2021","2322","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items prices from High to Low",""
"passed","Wed Aug 18 18:04:16 GMT 2021","Wed Aug 18 18:04:18 GMT 2021","2253","chrome-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to add an item into the cart @smoke",""
"passed","Wed Aug 18 18:02:14 GMT 2021","Wed Aug 18 18:02:16 GMT 2021","2057","chromium-hd","login.spec.js","Saucedemo LoginPage: @login","","","should navigate to inventory page after successful login @smoke",""
