"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 23 19:59:10 GMT 2021","Mon Aug 23 19:59:10 GMT 2021","531","chrome-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show application password",""
"passed","Mon Aug 23 19:57:07 GMT 2021","Mon Aug 23 19:57:09 GMT 2021","1756","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Checkout page when click at the checkout button",""
"passed","Mon Aug 23 19:57:15 GMT 2021","Mon Aug 23 19:57:18 GMT 2021","2520","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to close sidemenu clicking at the X button @slow",""
"passed","Mon Aug 23 19:59:06 GMT 2021","Mon Aug 23 19:59:07 GMT 2021","1269","chrome-hd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should be possible to add the product to cart",""
"passed","Mon Aug 23 19:59:23 GMT 2021","Mon Aug 23 19:59:24 GMT 2021","1116","chrome-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to remove product from cart",""
"passed","Mon Aug 23 20:00:03 GMT 2021","Mon Aug 23 20:00:04 GMT 2021","859","chrome-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the tax calculated as 8% of subtotal",""
"passed","Mon Aug 23 19:59:14 GMT 2021","Mon Aug 23 19:59:15 GMT 2021","875","chrome-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Overview page",""
"passed","Mon Aug 23 19:57:29 GMT 2021","Mon Aug 23 19:57:31 GMT 2021","2028","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items prices from Low to High",""
"passed","Mon Aug 23 19:59:19 GMT 2021","Mon Aug 23 19:59:20 GMT 2021","929","chrome-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the shipping information",""
"passed","Mon Aug 23 19:59:51 GMT 2021","Mon Aug 23 19:59:52 GMT 2021","821","chrome-fhd","login.spec.js","Saucedemo LoginPage: @login","","","should show username is required error",""
"passed","Mon Aug 23 19:57:55 GMT 2021","Mon Aug 23 19:57:58 GMT 2021","2395","chromium-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to close sidemenu clicking at the X button @slow",""
"passed","Mon Aug 23 19:58:11 GMT 2021","Mon Aug 23 19:58:13 GMT 2021","1883","chromium-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be at Cart page when clicking at the cart button",""
"passed","Mon Aug 23 19:59:58 GMT 2021","Mon Aug 23 20:00:00 GMT 2021","1901","chrome-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have Facebook link on footer",""
"passed","Mon Aug 23 19:57:50 GMT 2021","Mon Aug 23 19:57:51 GMT 2021","863","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the payment card information",""
"passed","Mon Aug 23 19:57:34 GMT 2021","Mon Aug 23 19:57:37 GMT 2021","2340","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to remove product from cart",""
"passed","Mon Aug 23 19:59:50 GMT 2021","Mon Aug 23 19:59:51 GMT 2021","1002","chrome-fhd","login.spec.js","Saucedemo LoginPage: @login","","","should show locked user error",""
"passed","Mon Aug 23 19:59:47 GMT 2021","Mon Aug 23 19:59:48 GMT 2021","1449","chrome-fhd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should be possible to remove the product from cart",""
"passed","Mon Aug 23 19:57:49 GMT 2021","Mon Aug 23 19:57:51 GMT 2021","1147","chromium-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should match cart badge with items in cart",""
"passed","Mon Aug 23 19:57:12 GMT 2021","Mon Aug 23 19:57:13 GMT 2021","1128","chromium-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go to Checkout Overview page @smoke",""
"passed","Mon Aug 23 19:58:02 GMT 2021","Mon Aug 23 19:58:03 GMT 2021","1240","chromium-fhd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go to Checkout Overview page @smoke",""
"passed","Mon Aug 23 19:58:17 GMT 2021","Mon Aug 23 19:58:19 GMT 2021","1743","chromium-fhd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should be possible to add the product to cart",""
"passed","Mon Aug 23 19:59:09 GMT 2021","Mon Aug 23 19:59:10 GMT 2021","762","chrome-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show accepted users",""
"passed","Mon Aug 23 19:59:16 GMT 2021","Mon Aug 23 19:59:17 GMT 2021","1016","chrome-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Completed page when click at the finish button",""
"passed","Mon Aug 23 19:58:08 GMT 2021","Mon Aug 23 19:58:10 GMT 2021","2151","chromium-fhd","e2e.spec.js","Saucedemo E2E: @e2e","","","User should be able to login with a valid credentials @e2e-login",""
"passed","Mon Aug 23 19:58:28 GMT 2021","Mon Aug 23 19:58:29 GMT 2021","1204","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Overview page",""
"passed","Mon Aug 23 19:59:13 GMT 2021","Mon Aug 23 19:59:14 GMT 2021","1506","chrome-hd","login.spec.js","Saucedemo LoginPage: @login","","","should navigate to inventory page after successful login @smoke",""
"passed","Mon Aug 23 19:57:13 GMT 2021","Mon Aug 23 19:57:14 GMT 2021","1201","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to remove product from cart",""
"passed","Mon Aug 23 19:59:07 GMT 2021","Mon Aug 23 19:59:09 GMT 2021","1526","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have Twitter link on footer",""
"passed","Mon Aug 23 20:00:02 GMT 2021","Mon Aug 23 20:00:03 GMT 2021","973","chrome-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the subtotal (total before tax)",""
"passed","Mon Aug 23 19:59:04 GMT 2021","Mon Aug 23 19:59:06 GMT 2021","1963","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to add product to cart @smoke",""
"passed","Mon Aug 23 19:59:01 GMT 2021","Mon Aug 23 19:59:02 GMT 2021","1465","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Login page when clicking at the logout link on menu",""
"passed","Mon Aug 23 19:58:39 GMT 2021","Mon Aug 23 19:58:40 GMT 2021","1228","chrome-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should be at Checkout page",""
"passed","Mon Aug 23 19:57:39 GMT 2021","Mon Aug 23 19:57:39 GMT 2021","783","chromium-hd","login.spec.js","Saucedemo LoginPage: @login","","","should be at the login url",""
"passed","Mon Aug 23 19:58:58 GMT 2021","Mon Aug 23 19:58:59 GMT 2021","1044","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should show items sorted alphabetically",""
"passed","Mon Aug 23 19:58:07 GMT 2021","Mon Aug 23 19:58:08 GMT 2021","950","chromium-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a completed order message",""
"passed","Mon Aug 23 19:57:22 GMT 2021","Mon Aug 23 19:57:30 GMT 2021","8009","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should navigate to SauceLabs page when clicking at the about link on menu @slow",""
"passed","Mon Aug 23 19:57:30 GMT 2021","Mon Aug 23 19:57:31 GMT 2021","1586","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Login page when clicking at the logout link on menu",""
"passed","Mon Aug 23 19:58:35 GMT 2021","Mon Aug 23 19:58:36 GMT 2021","940","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the subtotal (total before tax)",""
"passed","Mon Aug 23 19:57:10 GMT 2021","Mon Aug 23 19:57:13 GMT 2021","2205","chromium-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should be possible to add an item into the cart @smoke",""
"passed","Mon Aug 23 19:57:55 GMT 2021","Mon Aug 23 19:57:57 GMT 2021","1488","chromium-fhd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should be at Checkout page",""
"passed","Mon Aug 23 19:57:08 GMT 2021","Mon Aug 23 19:57:09 GMT 2021","758","chromium-hd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should show firstName error message if empty",""
"passed","Mon Aug 23 19:58:49 GMT 2021","Mon Aug 23 19:58:51 GMT 2021","1592","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should remove cart items when clicking at the reset state link on menu",""
"passed","Mon Aug 23 19:59:02 GMT 2021","Mon Aug 23 19:59:04 GMT 2021","1940","chrome-hd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should be at Inventory page when clicking at the back to products",""
"passed","Mon Aug 23 19:58:31 GMT 2021","Mon Aug 23 19:58:32 GMT 2021","974","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Completed page when click at the finish button",""
"passed","Mon Aug 23 19:59:30 GMT 2021","Mon Aug 23 19:59:31 GMT 2021","1002","chrome-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be at Completed page",""
"passed","Mon Aug 23 19:57:57 GMT 2021","Mon Aug 23 19:57:58 GMT 2021","1075","chromium-fhd","checkout.spec.js","Saucedemo CheckoutPage: @checkout","","","should go back to Cart if cancel checkout",""
"passed","Mon Aug 23 19:59:04 GMT 2021","Mon Aug 23 19:59:06 GMT 2021","1783","chrome-hd","inventoryDetails.spec.js","Saucedemo InventoryPage: @details","","","should navigate to product's detail page when clicking at it",""
"passed","Mon Aug 23 19:59:02 GMT 2021","Mon Aug 23 19:59:04 GMT 2021","1618","chrome-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should be possible to sort items prices from High to Low",""
"passed","Mon Aug 23 19:58:26 GMT 2021","Mon Aug 23 19:58:28 GMT 2021","1541","chromium-fhd","login.spec.js","Saucedemo LoginPage: @login","","","should navigate to inventory page after successful login @smoke",""
"passed","Mon Aug 23 19:58:21 GMT 2021","Mon Aug 23 19:58:22 GMT 2021","984","chromium-fhd","login.spec.js","Saucedemo LoginPage: @login","","","should show accepted users",""
"passed","Mon Aug 23 19:57:26 GMT 2021","Mon Aug 23 19:57:27 GMT 2021","1110","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should show items sorted alphabetically",""
"passed","Mon Aug 23 19:58:32 GMT 2021","Mon Aug 23 19:58:33 GMT 2021","1223","chromium-fhd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the added items on the Overview Checkout @smoke",""
"passed","Mon Aug 23 19:58:42 GMT 2021","Mon Aug 23 19:58:43 GMT 2021","924","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should match cart badge with items in cart",""
"passed","Mon Aug 23 19:59:20 GMT 2021","Mon Aug 23 19:59:21 GMT 2021","1083","chrome-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should match cart badge with items in cart",""
"passed","Mon Aug 23 19:57:53 GMT 2021","Mon Aug 23 19:57:54 GMT 2021","961","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should have the tax calculated as 8% of subtotal",""
"passed","Mon Aug 23 20:00:00 GMT 2021","Mon Aug 23 20:00:02 GMT 2021","2171","chrome-fhd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have LinkedIn link on footer",""
"passed","Mon Aug 23 19:57:40 GMT 2021","Mon Aug 23 19:57:41 GMT 2021","805","chromium-hd","login.spec.js","Saucedemo LoginPage: @login","","","should show application password",""
"passed","Mon Aug 23 19:58:24 GMT 2021","Mon Aug 23 19:58:25 GMT 2021","934","chromium-fhd","login.spec.js","Saucedemo LoginPage: @login","","","should show username is required error",""
"passed","Mon Aug 23 19:57:48 GMT 2021","Mon Aug 23 19:57:49 GMT 2021","1126","chromium-fhd","cart.spec.js","Saucedemo CartPage: @cart","","","should be at Checkout page when click at the checkout button",""
"passed","Mon Aug 23 19:57:14 GMT 2021","Mon Aug 23 19:57:16 GMT 2021","1837","chromium-hd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should be back at Inventory page when click at the Back Home button",""
"passed","Mon Aug 23 19:59:33 GMT 2021","Mon Aug 23 19:59:33 GMT 2021","808","chrome-fhd","completed.spec.js","Saucedemo CompletedPage:  @completed","","","should have a thank you header message",""
"passed","Mon Aug 23 19:57:38 GMT 2021","Mon Aug 23 19:57:40 GMT 2021","1416","chromium-hd","inventory.spec.js","Saucedemo InventoryPage: @inventory","","","should have Facebook link on footer",""
"passed","Mon Aug 23 19:58:51 GMT 2021","Mon Aug 23 19:58:53 GMT 2021","2548","chrome-hd","cart.spec.js","Saucedemo CartPage: @cart","","","should back at Invetory page when clicking at the all items link on menu",""
"passed","Mon Aug 23 19:57:45 GMT 2021","Mon Aug 23 19:57:46 GMT 2021","773","chromium-hd","overview.spec.js","Saucedemo OverviewPage: @overview","","","should be at Overview page",""
